id,idn,u0,u1,u2
278,278,0,0,0
279,279,0,0,0
280,280,0,0,0
281,281,0,0,0
282,282,0,0,0
283,283,0,0,0
284,284,0,0,0
285,285,0,0,0
285,14586,0,0,0
285,14587,0,0,0
285,14588,0,0,0
285,14589,0,0,0
285,14990,0,0,0
285,14991,0,0,0
285,14992,0,0,0
285,15243,0,0,0
285,15244,0,0,0
285,15245,0,0,0
285,15496,0,0,0
285,15497,0,0,0
285,15498,0,0,0
285,15749,0,0,0
285,15750,0,0,0
285,15751,0,0,0
285,16002,0,0,0
285,16003,0,0,0
285,16004,0,0,0
285,16255,0,0,0
285,16256,0,0,0
285,16257,0,0,0
285,16508,0,0,0
285,16509,0,0,0
285,16510,0,0,0
285,16761,0,0,0
285,16762,0,0,0
285,16763,0,0,0
285,17014,0,0,0
285,17015,0,0,0
285,17016,0,0,0
285,17267,0,0,0
285,17268,0,0,0
285,17269,0,0,0
285,17520,0,0,0
285,17521,0,0,0
285,17522,0,0,0
285,17773,0,0,0
285,17774,0,0,0
285,17775,0,0,0
285,18026,0,0,0
285,18027,0,0,0
285,18028,0,0,0
285,18279,0,0,0
285,18280,0,0,0
285,18281,0,0,0
285,18532,0,0,0
285,18533,0,0,0
285,18534,0,0,0
285,18785,0,0,0
285,18786,0,0,0
285,18787,0,0,0
285,19038,0,0,0
285,19039,0,0,0
285,19040,0,0,0
285,19291,0,0,0
285,19292,0,0,0
285,19293,0,0,0
285,19544,0,0,0
285,19545,0,0,0
285,19546,0,0,0
285,19797,0,0,0
285,19798,0,0,0
285,19799,0,0,0
285,20050,0,0,0
285,20051,0,0,0
285,20052,0,0,0
285,20303,0,0,0
285,20304,0,0,0
285,20305,0,0,0
285,20556,0,0,0
285,20557,0,0,0
285,20558,0,0,0
285,20809,0,0,0
285,20810,0,0,0
285,20811,0,0,0
285,21062,0,0,0
285,21063,0,0,0
285,21064,0,0,0
285,21315,0,0,0
285,21316,0,0,0
285,21467,0,0,0
285,21468,0,0,0
285,21619,0,0,0
285,21620,0,0,0
285,21771,0,0,0
285,21772,0,0,0
285,21923,0,0,0
285,21924,0,0,0
285,22075,0,0,0
285,22076,0,0,0
285,22227,0,0,0
285,22228,0,0,0
285,22379,0,0,0
285,22380,0,0,0
285,22531,0,0,0
285,22532,0,0,0
285,22683,0,0,0
285,22684,0,0,0
285,22835,0,0,0
285,22836,0,0,0
285,22987,0,0,0
285,22988,0,0,0
285,23139,0,0,0
285,23140,0,0,0
285,23291,0,0,0
285,23292,0,0,0
285,23443,0,0,0
285,23444,0,0,0
285,23595,0,0,0
285,23596,0,0,0
285,23747,0,0,0
285,23748,0,0,0
285,23899,0,0,0
285,23900,0,0,0
285,24051,0,0,0
285,24052,0,0,0
285,24203,0,0,0
285,24204,0,0,0
285,24355,0,0,0
285,24356,0,0,0
285,24507,0,0,0
285,24508,0,0,0
285,24659,0,0,0
285,24660,0,0,0
285,24811,0,0,0
285,24812,0,0,0
285,24963,0,0,0
285,24964,0,0,0
285,24965,0,0,0
285,25216,0,0,0
285,25217,0,0,0
285,25368,0,0,0
285,25369,0,0,0
285,25520,0,0,0
285,25521,0,0,0
285,25672,0,0,0
285,25673,0,0,0
285,25824,0,0,0
285,25825,0,0,0
285,25976,0,0,0
285,25977,0,0,0
285,26128,0,0,0
285,26129,0,0,0
285,26280,0,0,0
285,26281,0,0,0
285,26432,0,0,0
285,26433,0,0,0
285,26584,0,0,0
285,26585,0,0,0
285,26736,0,0,0
285,26737,0,0,0
285,26888,0,0,0
285,26889,0,0,0
285,27040,0,0,0
285,27041,0,0,0
285,27192,0,0,0
285,27193,0,0,0
285,27344,0,0,0
285,27345,0,0,0
285,27496,0,0,0
285,27497,0,0,0
285,27648,0,0,0
285,27649,0,0,0
285,27800,0,0,0
285,27801,0,0,0
285,27952,0,0,0
285,27953,0,0,0
285,28104,0,0,0
285,28105,0,0,0
285,28256,0,0,0
285,28257,0,0,0
285,28408,0,0,0
285,28409,0,0,0
285,28560,0,0,0
285,28561,0,0,0
285,28712,0,0,0
285,28713,0,0,0
285,28864,0,0,0
285,28865,0,0,0
285,28866,0,0,0
285,29117,0,0,0
285,29118,0,0,0
285,29269,0,0,0
285,29270,0,0,0
285,29421,0,0,0
285,29422,0,0,0
285,29573,0,0,0
285,29574,0,0,0
285,29725,0,0,0
285,29726,0,0,0
285,29877,0,0,0
285,29878,0,0,0
285,30029,0,0,0
285,30030,0,0,0
285,30181,0,0,0
285,30182,0,0,0
285,30333,0,0,0
285,30334,0,0,0
285,30485,0,0,0
285,30486,0,0,0
285,30637,0,0,0
285,30638,0,0,0
285,30789,0,0,0
285,30790,0,0,0
285,30941,0,0,0
285,30942,0,0,0
285,31093,0,0,0
285,31094,0,0,0
285,31245,0,0,0
285,31246,0,0,0
285,31397,0,0,0
285,31398,0,0,0
285,31549,0,0,0
285,31550,0,0,0
285,31701,0,0,0
285,31702,0,0,0
285,31853,0,0,0
285,31854,0,0,0
285,32005,0,0,0
285,32006,0,0,0
285,32157,0,0,0
285,32158,0,0,0
285,32309,0,0,0
285,32310,0,0,0
285,32461,0,0,0
285,32462,0,0,0
285,32613,0,0,0
285,32614,0,0,0
285,32765,0,0,0
285,32766,0,0,0
285,32767,0,0,0
285,33018,0,0,0
285,33019,0,0,0
285,33170,0,0,0
285,33171,0,0,0
285,33322,0,0,0
285,33323,0,0,0
285,33474,0,0,0
285,33475,0,0,0
285,33626,0,0,0
285,33627,0,0,0
285,33778,0,0,0
285,33779,0,0,0
285,33930,0,0,0
285,33931,0,0,0
285,34082,0,0,0
285,34083,0,0,0
285,34234,0,0,0
285,34235,0,0,0
285,34386,0,0,0
285,34387,0,0,0
285,34538,0,0,0
285,34539,0,0,0
285,34690,0,0,0
285,34691,0,0,0
285,34842,0,0,0
285,34843,0,0,0
285,34994,0,0,0
285,34995,0,0,0
285,35146,0,0,0
285,35147,0,0,0
285,35298,0,0,0
285,35299,0,0,0
285,35450,0,0,0
285,35451,0,0,0
285,35602,0,0,0
285,35603,0,0,0
285,35754,0,0,0
285,35755,0,0,0
285,35906,0,0,0
285,35907,0,0,0
285,36058,0,0,0
285,36059,0,0,0
285,36210,0,0,0
285,36211,0,0,0
285,36362,0,0,0
285,36363,0,0,0
285,36514,0,0,0
285,36515,0,0,0
285,36666,0,0,0
285,36667,0,0,0
285,36668,0,0,0
285,36919,0,0,0
285,36920,0,0,0
285,37071,0,0,0
285,37072,0,0,0
285,37223,0,0,0
285,37224,0,0,0
285,37375,0,0,0
285,37376,0,0,0
285,37527,0,0,0
285,37528,0,0,0
285,37679,0,0,0
285,37680,0,0,0
285,37831,0,0,0
285,37832,0,0,0
285,37983,0,0,0
285,37984,0,0,0
285,38135,0,0,0
285,38136,0,0,0
285,38287,0,0,0
285,38288,0,0,0
285,38439,0,0,0
285,38440,0,0,0
285,38591,0,0,0
285,38592,0,0,0
285,38743,0,0,0
285,38744,0,0,0
285,38895,0,0,0
285,38896,0,0,0
285,39047,0,0,0
285,39048,0,0,0
285,39199,0,0,0
285,39200,0,0,0
285,39351,0,0,0
285,39352,0,0,0
285,39503,0,0,0
285,39504,0,0,0
285,39655,0,0,0
285,39656,0,0,0
285,39807,0,0,0
285,39808,0,0,0
285,39959,0,0,0
285,39960,0,0,0
285,40111,0,0,0
285,40112,0,0,0
285,40263,0,0,0
285,40264,0,0,0
285,40415,0,0,0
285,40416,0,0,0
285,40567,0,0,0
285,40568,0,0,0
285,40569,0,0,0
285,40820,0,0,0
285,40821,0,0,0
285,40972,0,0,0
285,40973,0,0,0
285,41124,0,0,0
285,41125,0,0,0
285,41276,0,0,0
285,41277,0,0,0
285,41428,0,0,0
285,41429,0,0,0
285,41580,0,0,0
285,41581,0,0,0
285,41732,0,0,0
285,41733,0,0,0
285,41884,0,0,0
285,41885,0,0,0
285,42036,0,0,0
285,42037,0,0,0
285,42188,0,0,0
285,42189,0,0,0
285,42340,0,0,0
285,42341,0,0,0
285,42492,0,0,0
285,42493,0,0,0
285,42644,0,0,0
285,42645,0,0,0
285,42796,0,0,0
285,42797,0,0,0
285,42948,0,0,0
285,42949,0,0,0
285,43100,0,0,0
285,43101,0,0,0
285,43252,0,0,0
285,43253,0,0,0
285,43404,0,0,0
285,43405,0,0,0
285,43556,0,0,0
285,43557,0,0,0
285,43708,0,0,0
285,43709,0,0,0
285,43860,0,0,0
285,43861,0,0,0
285,44012,0,0,0
285,44013,0,0,0
285,44164,0,0,0
285,44165,0,0,0
285,44316,0,0,0
285,44317,0,0,0
285,44468,0,0,0
285,44469,0,0,0
285,44470,0,0,0
285,44721,0,0,0
285,44722,0,0,0
285,44873,0,0,0
285,44874,0,0,0
285,45025,0,0,0
285,45026,0,0,0
285,45177,0,0,0
285,45178,0,0,0
285,45329,0,0,0
285,45330,0,0,0
285,45481,0,0,0
285,45482,0,0,0
285,45633,0,0,0
285,45634,0,0,0
285,45785,0,0,0
285,45786,0,0,0
285,45937,0,0,0
285,45938,0,0,0
285,46089,0,0,0
285,46090,0,0,0
285,46241,0,0,0
285,46242,0,0,0
285,46393,0,0,0
285,46394,0,0,0
285,46545,0,0,0
285,46546,0,0,0
285,46697,0,0,0
285,46698,0,0,0
285,46849,0,0,0
285,46850,0,0,0
285,47001,0,0,0
285,47002,0,0,0
285,47153,0,0,0
285,47154,0,0,0
285,47305,0,0,0
285,47306,0,0,0
285,47457,0,0,0
285,47458,0,0,0
285,47609,0,0,0
285,47610,0,0,0
285,47761,0,0,0
285,47762,0,0,0
285,47913,0,0,0
285,47914,0,0,0
285,48065,0,0,0
285,48066,0,0,0
285,48217,0,0,0
285,48218,0,0,0
285,48369,0,0,0
285,48370,0,0,0
285,48371,0,0,0
285,48622,0,0,0
285,48623,0,0,0
285,48774,0,0,0
285,48775,0,0,0
285,48926,0,0,0
285,48927,0,0,0
285,49078,0,0,0
285,49079,0,0,0
285,49230,0,0,0
285,49231,0,0,0
285,49382,0,0,0
285,49383,0,0,0
285,49534,0,0,0
285,49535,0,0,0
285,49686,0,0,0
285,49687,0,0,0
285,49838,0,0,0
285,49839,0,0,0
285,49990,0,0,0
285,49991,0,0,0
285,50142,0,0,0
285,50143,0,0,0
285,50294,0,0,0
285,50295,0,0,0
285,50446,0,0,0
285,50447,0,0,0
285,50598,0,0,0
285,50599,0,0,0
285,50750,0,0,0
285,50751,0,0,0
285,50902,0,0,0
285,50903,0,0,0
285,51054,0,0,0
285,51055,0,0,0
285,51206,0,0,0
285,51207,0,0,0
285,51358,0,0,0
285,51359,0,0,0
285,51510,0,0,0
285,51511,0,0,0
285,51662,0,0,0
285,51663,0,0,0
285,51814,0,0,0
285,51815,0,0,0
285,51966,0,0,0
285,51967,0,0,0
285,52118,0,0,0
285,52119,0,0,0
285,52270,0,0,0
285,52271,0,0,0
285,52272,0,0,0
285,52523,0,0,0
285,52524,0,0,0
285,52675,0,0,0
285,52676,0,0,0
285,52827,0,0,0
285,52828,0,0,0
285,52979,0,0,0
285,52980,0,0,0
285,53131,0,0,0
285,53132,0,0,0
285,53283,0,0,0
285,53284,0,0,0
285,53435,0,0,0
285,53436,0,0,0
285,53587,0,0,0
285,53588,0,0,0
285,53739,0,0,0
285,53740,0,0,0
285,53891,0,0,0
285,53892,0,0,0
285,54043,0,0,0
285,54044,0,0,0
285,54195,0,0,0
285,54196,0,0,0
285,54347,0,0,0
285,54348,0,0,0
285,54499,0,0,0
285,54500,0,0,0
285,54651,0,0,0
285,54652,0,0,0
285,54803,0,0,0
285,54804,0,0,0
285,54955,0,0,0
285,54956,0,0,0
285,55107,0,0,0
285,55108,0,0,0
285,55259,0,0,0
285,55260,0,0,0
285,55411,0,0,0
285,55412,0,0,0
285,55563,0,0,0
285,55564,0,0,0
285,55715,0,0,0
285,55716,0,0,0
285,55867,0,0,0
285,55868,0,0,0
285,56019,0,0,0
285,56020,0,0,0
